"POVINN","UCIT"
NUFY067,"11325"
NFPL192,"11438"
NFPL192,"14073"
NFPL192,"24737"
NDMI012,"94340"
NPRG045,"74634"
NOFY066,"10863"
NMST571,"13321"
NMMA204,"86946"
NOFY152,"76385"
NMFP434,"85804"
NPEP904,"11811"
NOOE003,"11566"
NOFY130,"12478"
NOPT059,"16584"
NMAI054,"99472"
NMFM202,"96623"
NPFL140,"45589"
NPFL140,"19864"
NFUF101,"13310"
NOFY075,"25006"
NDMI022,"11098"
NMFP462,"11380"
NFUF901,"11977"
NJAZ207,"92813"
NMNM338,"95157"
NTMF038,"11483"
NFPL310,"11349"
NFUF818,"12410"
NFUF201,"11780"
NMAG112,"74265"
NBCM088,"11600"
NJSF031,"11727"
NOFY162,"10956"
NOFY142,"11494"
NMMB534,"85949"
NCHF072,"16400"
NAFY032,"17393"
NFPL199,"11543"
NMAI059,"93912"
NAIL106,"13270"
NOFY028,"11212"
NTIN060,"80381"
NMAF035,"11621"
NCHF072,"19302"
NAIL124,"98098"
