"PLAN_CODE","PLAN_YEAR","CODE","INTERCHANGEABILITY","BLOC_SUBJECT_CODE","BLOC_TYPE","BLOC_LIMIT","BLOC_NAME_CZ","BLOC_NAME_EN","SEQ","NOTE_CZ","NOTE_EN","BLOC_NOTE_CZ","BLOC_NOTE_EN"
NIUIA24B,"2019",NPGR035,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0007",,,,
NIUIA24B,"2019",NPGR036,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0004",,,,
NIUIA24B,"2019",NPGR038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0015",,,,
NIUIA24B,"2019",NPRG005,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0002",,,,
NIUIA24B,"2019",NPRG013,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0003",,,,
NIUIA24B,"2019",NPRG021,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0004",,,,
NIUIA24B,"2019",NPRG030,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2019",NPRG031,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0008",,,,
NIUIA24B,"2019",NPRG035,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0005",,,,
NIUIA24B,"2019",NPRG036,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0009",,,,
NIUIA24B,"2019",NPRG037,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0017",,,,
NIUIA24B,"2019",NPRG038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0006",,,,
NIUIA24B,"2019",NPRG041,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0002",,,,
NIUIA24B,"2019",NPRG042,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0007",,,,
NIUIA24B,"2019",NPRG045,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0019",,,,
NIUIA24B,"2019",NPRG051,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0002",,,,
NIUIA24B,"2019",NPRG062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0001",,,,
NIUIA24B,"2019",NPRX030,NPRG030,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2019",NSWI095,NSWI177,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2019",NSWI120,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0003",,,,
NIUIA24B,"2019",NSWI141,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0004",,,,
NIUIA24B,"2019",NSWI170,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0009",,,,
NIUIA24B,"2019",NSWI177,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2019",NSZZ026,NSZZ031,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2019",NSZZ031,,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2019",NTIN060,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0007",,,,
NIUIA24B,"2019",NTIN061,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0014",,,,
NIUIA24B,"2019",NTIN071,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0017",,,,
NIUIA24B,"2019",NTVY014,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0004",,,,
NIUIA24B,"2019",NTVY015,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0005",,,,
NIUIA24B,"2020",ASE500129,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0001",,,,
NIUIA24B,"2020",ASE500130,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0002",,,,
NIUIA24B,"2020",NAIL028,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2020",NAIL062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2020",NAIL119,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0015",,,,
NIUIA24B,"2020",NAIL120,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0001",,,,
NIUIA24B,"2020",NAIL121,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0008",,,,
NIUIA24B,"2020",NAIL126,NAIL028,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2020",NAIX062,NAIL062,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2020",NDBI025,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2020",NDBI045,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0011",,,,
NIUIA24B,"2020",NDBX025,NDBI025,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2020",NDMI002,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0005",,,,
NIUIA24B,"2020",NDMI011,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2020",NDMI098,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0009",,,,
NIUIA24B,"2020",NDMX011,NDMI011,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2020",NMAI054,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0011",,,,
NIUIA24B,"2020",NMAI055,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2020",NMAI057,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0006",,,,
NIUIA24B,"2020",NMAI058,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0012",,,,
NIUIA24B,"2020",NMAI059,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2020",NMAI069,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0003",,,,
NIUIA24B,"2020",NMAI073,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2020",NMAX055,NMAI055,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2020",NMAX059,NMAI059,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2020",NMAX073,NMAI073,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2020",NOPT046,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2020",NOPX046,NOPT046,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2020",NPFL012,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0010",,,,
NIUIA24B,"2020",NPFL054,NPFL129,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2020",NPFL092,NPFL125,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2020",NPFL101,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0013",,,,
NIUIA24B,"2020",NPFL123,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0014",,,,
NIUIA24B,"2020",NPFL124,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0012",,,,
NIUIA24B,"2020",NPFL125,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2020",NPFL129,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2020",NPGR002,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0003",,,,
NIUIA24B,"2020",NPGR035,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0007",,,,
NIUIA24B,"2020",NPGR036,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0004",,,,
NIUIA24B,"2020",NPGR038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0015",,,,
NIUIA24B,"2020",NPRG005,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0002",,,,
NIUIA24B,"2020",NPRG013,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0003",,,,
NIUIA24B,"2020",NPRG021,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0004",,,,
NIUIA24B,"2020",NPRG030,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2020",NPRG031,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0008",,,,
NIUIA24B,"2020",NPRG035,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0005",,,,
NIUIA24B,"2020",NPRG036,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0009",,,,
NIUIA24B,"2020",NPRG037,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0017",,,,
NIUIA24B,"2020",NPRG038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0006",,,,
NIUIA24B,"2020",NPRG041,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0002",,,,
NIUIA24B,"2020",NPRG042,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0007",,,,
NIUIA24B,"2020",NPRG045,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0019",,,,
NIUIA24B,"2020",NPRG051,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0002",,,,
NIUIA24B,"2020",NPRG062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0001",,,,
NIUIA24B,"2020",NPRX005,NPRG005,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0002",,,,
NIUIA24B,"2020",NPRX013,NPRG013,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0003",,,,
NIUIA24B,"2020",NPRX021,NPRG021,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0004",,,,
NIUIA24B,"2020",NPRX030,NPRG030,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2020",NPRX035,NPRG035,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0005",,,,
NIUIA24B,"2020",NPRX036,NPRG036,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0009",,,,
NIUIA24B,"2020",NPRX037,NPRG037,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0017",,,,
NIUIA24B,"2020",NPRX038,NPRG038,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0006",,,,
NIUIA24B,"2020",NPRX041,NPRG041,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0002",,,,
NIUIA24B,"2020",NPRX051,NPRG051,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0002",,,,
NIUIA24B,"2020",NSWI095,NSWI177,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2020",NSWI120,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0003",,,,
NIUIA24B,"2020",NSWI141,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0004",,,,
NIUIA24B,"2020",NSWI170,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0009",,,,
NIUIA24B,"2020",NSWI177,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2020",NSZZ026,NSZZ031,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2020",NSZZ031,,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2020",NTIN060,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0007",,,,
NIUIA24B,"2020",NTIN061,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0014",,,,
NIUIA24B,"2020",NTIN071,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0017",,,,
NIUIA24B,"2020",NTIX061,NTIN061,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0014",,,,
NIUIA24B,"2020",NTIX071,NTIN071,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0017",,,,
NIUIA24B,"2020",NTVY014,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0004",,,,
NIUIA24B,"2020",NTVY015,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0005",,,,
NIUIA24B,"2021",ASE500129,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0001",,,,
NIUIA24B,"2021",ASE500130,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0002",,,,
NIUIA24B,"2021",NAIL028,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2021",NAIL062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2021",NAIL119,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0015",,,,
NIUIA24B,"2021",NAIL120,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0001",,,,
NIUIA24B,"2021",NAIL121,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0008",,,,
NIUIA24B,"2021",NAIL126,NAIL028,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2021",NAIX062,NAIL062,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2021",NDBI025,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2021",NDBI045,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0011",,,,
NIUIA24B,"2021",NDBX025,NDBI025,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2021",NDMI002,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0005",,,,
NIUIA24B,"2021",NDMI011,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2021",NDMI098,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0009",,,,
NIUIA24B,"2021",NDMX011,NDMI011,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2021",NMAI054,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0011",,,,
NIUIA24B,"2021",NMAI055,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2021",NMAI057,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0006",,,,
NIUIA24B,"2021",NMAI058,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0012",,,,
NIUIA24B,"2021",NMAI059,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2021",NMAI069,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0003",,,,
NIUIA24B,"2021",NMAI073,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2021",NMAX055,NMAI055,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2021",NMAX059,NMAI059,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2021",NMAX073,NMAI073,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2021",NOPT046,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2021",NOPX046,NOPT046,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2021",NPFL012,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0010",,,,
NIUIA24B,"2021",NPFL054,NPFL129,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2021",NPFL092,NPFL125,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2021",NPFL101,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0013",,,,
NIUIA24B,"2021",NPFL123,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0014",,,,
NIUIA24B,"2021",NPFL124,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0012",,,,
NIUIA24B,"2021",NPFL125,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2021",NPFL129,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2021",NPGR002,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0003",,,,
NIUIA24B,"2021",NPGR035,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0007",,,,
NIUIA24B,"2021",NPGR036,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0004",,,,
NIUIA24B,"2021",NPGR038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0015",,,,
NIUIA24B,"2021",NPRG005,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0002",,,,
NIUIA24B,"2021",NPRG013,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0003",,,,
NIUIA24B,"2021",NPRG021,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0004",,,,
NIUIA24B,"2021",NPRG030,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2021",NPRG031,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0008",,,,
NIUIA24B,"2021",NPRG035,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0005",,,,
NIUIA24B,"2021",NPRG036,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0009",,,,
NIUIA24B,"2021",NPRG037,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0017",,,,
NIUIA24B,"2021",NPRG038,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0006",,,,
NIUIA24B,"2021",NPRG041,,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0002",,,,
NIUIA24B,"2021",NPRG042,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0007",,,,
NIUIA24B,"2021",NPRG045,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0019",,,,
NIUIA24B,"2021",NPRG051,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0002",,,,
NIUIA24B,"2021",NPRG062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0001",,,,
NIUIA24B,"2021",NPRX005,NPRG005,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0002",,,,
NIUIA24B,"2021",NPRX013,NPRG013,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0003",,,,
NIUIA24B,"2021",NPRX021,NPRG021,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0004",,,,
NIUIA24B,"2021",NPRX030,NPRG030,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0002",,,,
NIUIA24B,"2021",NPRX035,NPRG035,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0005",,,,
NIUIA24B,"2021",NPRX036,NPRG036,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0009",,,,
NIUIA24B,"2021",NPRX037,NPRG037,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0017",,,,
NIUIA24B,"2021",NPRX038,NPRG038,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0006",,,,
NIUIA24B,"2021",NPRX041,NPRG041,"7349",B,10,Povinně volitelné předměty IUI Bc. skupina II.,,"02/005/0002",,,,
NIUIA24B,"2021",NPRX051,NPRG051,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0002",,,,
NIUIA24B,"2021",NSWI095,NSWI177,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2021",NSWI120,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0003",,,,
NIUIA24B,"2021",NSWI141,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0004",,,,
NIUIA24B,"2021",NSWI170,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0009",,,,
NIUIA24B,"2021",NSWI177,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0010",,,,
NIUIA24B,"2021",NSZZ026,NSZZ031,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2021",NSZZ031,,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2021",NTIN060,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0007",,,,
NIUIA24B,"2021",NTIN061,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0014",,,,
NIUIA24B,"2021",NTIN071,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0017",,,,
NIUIA24B,"2021",NTIX061,NTIN061,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0014",,,,
NIUIA24B,"2021",NTIX071,NTIN071,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0017",,,,
NIUIA24B,"2021",NTVY014,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0004",,,,
NIUIA24B,"2021",NTVY015,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0005",,,,
NIUIA24B,"2022",ASE500129,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0001",,,,
NIUIA24B,"2022",ASE500130,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0002",,,,
NIUIA24B,"2022",NAIL028,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2022",NAIL062,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2022",NAIL119,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0015",,,,
NIUIA24B,"2022",NAIL120,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0001",,,,
NIUIA24B,"2022",NAIL121,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0008",,,,
NIUIA24B,"2022",NAIL126,NAIL028,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0002",,,,
NIUIA24B,"2022",NAIX062,NAIL062,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0016",,,,
NIUIA24B,"2022",NDBI025,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2022",NDBI045,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0011",,,,
NIUIA24B,"2022",NDBX025,NDBI025,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0013",,,,
NIUIA24B,"2022",NDMI002,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0005",,,,
NIUIA24B,"2022",NDMI011,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2022",NDMI098,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0009",,,,
NIUIA24B,"2022",NDMX011,NDMI011,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0015",,,,
NIUIA24B,"2022",NMAI054,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0011",,,,
NIUIA24B,"2022",NMAI055,,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2022",NMAI057,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0006",,,,
NIUIA24B,"2022",NMAI058,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0012",,,,
NIUIA24B,"2022",NMAI059,,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2022",NMAI069,,"7353",C,,Společné doporučené volitelné předměty informatika Bc. AJ,,"02/007/0003",,,,
NIUIA24B,"2022",NMAI073,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2022",NMAX055,NMAI055,"7347",A,,Povinné předměty IUI Bc.,,"02/003/0005",,,,
NIUIA24B,"2022",NMAX059,NMAI059,"7346",A,,Společné povinné předměty informatika Bc.,,"02/002/0018",,,,
NIUIA24B,"2022",NMAX073,NMAI073,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0010",,,,
NIUIA24B,"2022",NMTM314,NSZZ031,"7345",A,,Bakalářská práce,,"02/001/0001",,,,
NIUIA24B,"2022",NOPT046,,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2022",NOPX046,NOPT046,"7350",B,10,Povinně volitelné předměty IUI Bc. skupina III.,,"02/006/0014",,,,
NIUIA24B,"2022",NPFL012,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0010",,,,
NIUIA24B,"2022",NPFL054,NPFL129,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2022",NPFL092,NPFL125,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2022",NPFL101,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0013",,,,
NIUIA24B,"2022",NPFL123,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0014",,,,
NIUIA24B,"2022",NPFL124,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0012",,,,
NIUIA24B,"2022",NPFL125,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0011",,,,
NIUIA24B,"2022",NPFL129,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0006",,,,
NIUIA24B,"2022",NPGR002,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0003",,,,
NIUIA24B,"2022",NPGR035,,"7348",B,25,Povinně volitelné předměty IUI Bc. skupina I.,,"02/004/0007",,,,
