"POVINN","REQTYP","REQPOVINN"
NOFX026,Z,NOFY026
NOFY075,N,NBCM110
NOFY075,N,NOFY042
NOFY075,N,NOFY076
NOFY075,Z,NBCM110
NOFY075,Z,NOFY076
NOFY076,N,NJSF094
NOFY076,N,NOFY042
NOFY076,N,NOFY075
NOFY076,N,NTMF066
NOFY076,Z,NJSF094
NOFY076,Z,NOFY075
NOFY076,Z,NTMF066
NOFY078,N,NOFY178
NOFY078,Z,NOFY178
NOFY079,Z,NBCM111
NPEP601,N,NPED022
NPEP601,Z,NPED022
NPEP603,N,NPED042
NPEP603,Z,NPED042
NTIX084,N,NTIN084
NTIX084,P,N#XX010
NTIX084,Z,NTIN084
NTIX085,N,NTIN085
NTIX085,P,N#XX010
NTIX085,Z,NTIN085
NTIX086,N,NTIN086
NTIX086,P,N#XX010
NTIX086,Z,NTIN086
NUIN018,N,NCGD008
NUIN018,N,NSWI160
NAIX002,N,NAIL002
NAIX002,P,N#XX013
NAIX002,Z,NAIL002
NAIX004,N,NAIL004
NAIX004,P,N#XX013
NAIX004,Z,NAIL004
NAIX025,N,NAIL025
NAIX025,P,N#XX013
NAIX025,Z,NAIL025
NAIX052,N,NAIL052
NAIX052,P,N#XX013
NAIX052,Z,NAIL052
NAIX065,N,NAIL065
NAIX065,P,N#XX013
NAIX065,Z,NAIL065
NAIX068,N,NAIL068
NAIX068,P,N#XX040
NAIX068,Z,NAIL068
NAIX078,N,NAIL078
NAIX078,P,N#XX013
NAIX078,Z,NAIL078
NAIX086,K,NAIL025
NAIX086,K,NAIX025
NAIX086,N,NAIL086
NAIX086,P,N#XX013
NAIX086,Z,NAIL086
NAIX094,N,NAIL094
NAIX094,P,N#XX016
NAIX094,Z,NAIL094
NAIX101,N,NAIL101
NAIX101,P,N#XX013
NAIX101,Z,NAIL101
NAIX105,N,NAIL105
NAIX105,P,N#XX013
NAIX105,Z,NAIL105
NAIX106,N,NAIL106
NAIX106,P,N#XX040
NAIX106,Z,NAIL106
NAIX107,N,NAIL107
NAIX107,P,N#XX013
NAIX107,Z,NAIL107
NAIX116,N,NAIL116
NAIX116,P,N#XX013
NAIX116,Z,NAIL116
NOFY178,N,NOFY078
NOFY178,Z,NOFY078
NPEP302,N,NPEP606
NPEP302,Z,NPEP606
NPFL133,N,NPFL109
NPFL133,Z,NPFL109
NAIX060,N,NAIL060
NAIX060,P,N#XX013
NAIX060,Z,NAIL060
NAIX069,N,NAIL069
NAIX069,P,N#XX040
NAIX069,Z,NAIL069
NDBX031,N,NDBI031
NDBX031,P,N#XX013
NDBX031,Z,NDBI031
NFUF801,N,NUFY070
NFUF801,Z,NUFY070
NFUF803,N,NUFY114
NFUF803,Z,NUFY114
NFUF804,N,NUFY081
NFUF804,Z,NUFY081
NFUF806,N,NUFY083
NFUF806,Z,NUFY083
NFUF807,N,NUFY054
NFUF807,Z,NUFY054
NFUF808,N,NDFY079
NFUF808,Z,NDFY079
NFUF832,N,NDFY047
NFUF832,Z,NDFY047
NFUF836,N,NUFY044
NFUF836,Z,NUFY044
NKZK005,Z,NKZK001
NKZK006,Z,NKZK001
NKZK007,Z,NKZK001
NKZK008,Z,NKZK001
NPFL125,N,NPFL092
NPFL125,Z,NPFL092
NDMX025,N,NDMI025
NDMX025,P,N#XX006
NDMX025,Z,NDMI025
NFUF304,N,NUFY097
NFUF304,Z,NUFY097
NFUF306,N,NDFY031
NFUF306,Z,NDFY031
NFUF902,N,NDFY038
NFUF902,Z,NDFY038
NPED029,N,NPED010
NPED029,Z,NPED010
NPED030,N,NPED010
NPED030,Z,NPED010
NUFY107,N,NUFY024
NUFY107,Z,NUFY024
NUFY109,N,NUFY060
NUFY109,Z,NUFY060
NUFY110,N,NUFY024
NUFY110,Z,NUFY024
NUFY112,N,NUFY060
NUFY112,Z,NUFY060
NSZB014,Z,NSZZ027
NSZI070,Z,NSZI015
NSZP100,Z,NSZU021
NMTD205,N,NMUG106
NMTD205,Z,NMUG106
NFPL311,P,NFPL310
NFPL312,P,NFPL311
NMMB566,N,NMMB568
NMMB566,Z,NMMB568
NMTP561,P,NMTP432
NMSA413,N,NMSA403
NMSA413,Z,NMSA403
NMTD101,N,NMUG101
NMTD101,Z,NMUG101
NMTD108,N,NMUG162
NMTD108,Z,NMUG162
NOPX008,N,NOPT008
NOPX008,P,N#XX005
NOPX008,Z,NOPT008
NOPX016,N,NOPT016
NOPX016,P,N#XX005
NOPX016,Z,NOPT016
NOPX018,N,NOPT018
NOPX018,P,N#XX005
NOPX018,Z,NOPT018
NOPX034,N,NOPT034
NOPX034,P,N#XX006
NOPX034,Z,NOPT034
NOPX051,N,NOPT051
NOPX051,P,N#XX007
NOPX051,Z,NOPT051
NMAI076,K,NMAI062
NMAI076,N,NMAI063
NMAI076,Z,NMAI063
NMAI076,Z,NMAX063
NPFX038,N,NPFL038
NPFX038,P,N#XX009
NPFX038,Z,NPFL038
NPFX070,N,NPFL070
NPFX070,P,N#XX009
NPFX070,Z,NPFL070
NPFX075,N,NPFL075
NPFX075,P,N#XX009
NPFX075,Z,NPFL075
NPFX079,N,NPFL079
NPFX079,P,N#XX009
NPFX079,Z,NPFL079
NPFX082,N,NPFL082
NPFX082,P,N#XX009
NPFX082,Z,NPFL082
NPFX083,N,NPFL083
NPFX083,P,N#XX009
NPFX083,Z,NPFL083
NPFX087,N,NPFL087
NPFX087,P,N#XX009
NPFX087,Z,NPFL087
NPFX093,N,NPFL093
NPFX093,P,N#XX009
NPFX093,Z,NPFL093
NPFX103,N,NPFL103
NPFX103,P,N#XX009
NPFX103,Z,NPFL103
NPGX033,N,NPGR033
NPGX033,P,N#XX014
NPGX033,Z,NPGR033
NPRG076,N,NSWI176
NPRG076,Z,NSWI176
NSWX001,N,NSWE001
NSWX001,P,N#XX030
NSWX001,Z,NSWE001
NSWX132,N,NSWI132
NSWX132,P,N#XX029
NSWX132,Z,NSWI132
NSWX152,N,NSWI152
NSWX152,P,N#IA023
NSWX152,P,N#XX017
NSWX152,Z,NSWI152
NBCX012,N,NBCM012
NBCX012,P,N#XX001
NBCX012,P,NBCM010
NBCX012,Z,NBCM012
NBCX100,N,NBCM100
NBCX100,P,N#XX002
NBCX100,Z,NBCM100
NBCX122,N,NBCM122
NBCX122,P,N#XX002
NBCX122,Z,NBCM122
NDBX023,N,NDBI023
NDBX023,P,N#XX042
NDBX023,Z,NDBI023
NDMX013,N,NDMI013
NDMX013,P,N#XX015
NDMX013,Z,NDMI013
NDMX018,N,NDMI018
NDMX018,P,N#XX006
NDMX018,Z,NDMI018
NDMX065,N,NDMI065
NDMX065,P,N#XX005
NDMX065,Z,NDMI065
NDMX074,N,NDMI074
NDMX074,P,N#XX008
NDMX074,Z,NDMI074
NMAX064,N,NMAI064
NMAX064,P,N#XX005
NMAX064,Z,NMAI064
NMAX071,N,NMAI071
NMAX071,P,N#XX007
NMAX071,Z,NMAI071
NMEX014,N,NMET014
NMEX014,P,NXXX003
NMEX014,Z,NMET014
NMEX031,N,NMET031
NMEX031,P,NXXX003
NMEX031,Z,NMET031
NMEX061,N,NMET061
NMEX061,P,NXXX003
NMEX061,Z,NMET061
NMEX062,N,NMET062
NMEX062,P,NXXX003
NMEX062,Z,NMET062
NMEX067,N,NMET067
NMEX067,P,NXXX003
NMEX067,Z,NMET067
NTIX022,N,NTIN022
NTIX022,P,N#XX015
NTIX022,Z,NTIN022
NTIX033,N,NTIN033
NTIX033,P,N#XX010
NTIX033,Z,NTIN033
NTIX063,K,NTIN062
NTIX063,N,NTIN063
NTIX063,P,N#XX006
NTIX063,Z,NTIN063
NTIX090,N,NTIN062
NTIX090,N,NTIN064
NTIX090,N,NTIN090
NTIX090,P,N#XX012
NTIX090,Z,N#IA022
NTIX090,Z,NTIN090
NTIX100,N,NTIN100
NTIX100,P,N#XX010
NTIX100,Z,NTIN100
NTIX103,N,NTIN103
NTIX103,P,N#XX008
NTIX103,Z,NTIN103
NTIX104,N,NTIN104
NTIX104,P,N#XX010
NTIX104,Z,NTIN104
NPEP606,N,NPEP302
NPEP606,Z,NPEP302
NPFX063,N,NPFL063
NPFX063,P,N#XX031
NPFX063,Z,NPFL063
NSWI170,K,NSWI120
NSWI178,K,NPRG030
NSWI178,N,NSWI120
NUIN020,N,NSWI142
NUIN020,Z,NSWI142
NUIN020,Z,NUIN019
NUIN021,Z,N#UI004
NPFL131,N,NPFL098
NPFL131,Z,NPFL098
NUIN019,N,NSWI142
NUIN019,Z,NSWI142
NMEK511,N,NMEK432
NMEK511,N,NMFP401
NMEK511,P,NMSA407
NMFP401,N,NMEK511
NMFP403,N,NMSA409
NMFP403,Z,NMSA409
NMFP409,N,NMFM401
NMFP409,Z,NMFM401
NMFP434,N,NMFM402
NMFP434,P,NMFP409
NMFP434,Z,NMFM402
NMFP462,N,NMFM461
NMFP462,Z,NMFM461
NMFP501,N,NMFM501
NMFP501,P,NMFP407
NMFP501,P,NMFP409
NMFP501,Z,NMFM501
NMFP505,N,NMFM505
NMFP505,P,N#TP405
NMFP505,Z,NMFM505
NMFP532,N,NMFM502
NMFP532,P,NMFP407
NMFP532,P,NMFP409
NMFP532,Z,NMFM502
NMFP537,N,NMFM410
NMFP537,Z,NMFM410
NMFP556,P,NMEK412
NMFP556,P,NMFP436
NMFP556,P,NMFP533
NMFP556,P,NMFP535
NMFP558,P,NMFP432
NMFP558,P,NMFP434
NMFP558,P,NMFP531
NMFP558,P,NMFP537
NMEK412,N,NMEK532
NMEK521,N,NMEK551
NMEK521,P,NMEK450
NMEK521,P,NMSA409
NMEK521,P,NMSA413
NMEK521,P,NMST412
NMEK521,P,NMST414
NMFP402,N,NMST412
NMFP402,N,NMST432
NMFP402,P,NMFP401
NMFP402,Z,NMST412
NMFP407,N,NMFM405
NMFP407,Z,NMFM405
NMFP432,N,NMFM406
NMFP432,N,NMFM416
NMFP432,P,NMFP407
NMFP432,Z,N#FM406
NMFP465,N,NMFM531
NMFP465,Z,NMFM531
NMFP466,N,NMFM532
NMFP466,Z,NMFM532
NMFP535,N,NMST539
NMFP535,Z,NMST539
NCGD010,N,NCGD004
NCGD010,Z,NCGD004
NCGD012,N,NCGD002
NCGD012,Z,NCGD002
NFUF811,N,NUFY116
NFUF811,P,NFUF305
NFUF811,Z,NUFY116
NMMA410,Z,NMMA338
NMMB568,N,NMMB566
NMMB568,Z,NMMB566
NMSA562,P,NMSA407
NMST412,N,NMFP402
NMST412,N,NMST432
NMST412,P,NMSA407
NMST412,Z,NMST432
NMST414,K,NMSA409
NMST414,N,NMFP404
NMST414,N,NMST537
NMST414,Z,NMST537
NMST422,N,NMST432
NMST422,P,NMSA407
NMST422,Z,NMST432
NMST424,N,NMST434
NMST424,P,NMSA407
NMST511,N,NMST531
NMST511,P,NMSA405
NMST511,P,NMSA407
NMST511,Z,NMST531
NMST545,K,N#ST407
NMST545,N,NMST434
NMST547,P,N#ST412
NMST564,P,NMSA407
NMTP521,N,NMTP551
NMTP521,P,NMTP432
NMTP521,P,NMTP450
NMTP521,Z,NMTP551
NOOE080,P,NOFY022
NPFL136,N,NPFL081
NPFL136,Z,NPFL081
NPFL138,N,NPFL114
NPFL138,Z,NPFL114
NPFL139,N,NPFL122
NPFL139,Z,NPFL122
NFUF901,N,NUFY126
NFUF901,Z,NUFY126
NMST444,K,NMSA407
NAIL133,N,NAIL068
NAIL133,N,NAIX068
NAIL133,Z,NAIL068
NAIL133,Z,NAIX068
NCGD011,N,NAIL123
NCGD011,Z,NAIL123
NDBI049,N,NDBI001
NDBI049,Z,NDBI001
NDBI050,N,NDBI006
NDBI050,Z,NDBI006
NMAG113,N,NMAG101
NMAG113,N,NMAG111
NMAG113,Z,NMAG101
NMAG113,Z,NMAG111
NMAG114,K,NMAG113
NMAG114,N,NMAG102
NMAG114,N,NMAG112
NMAG114,Z,NMAG102
NMAG114,Z,NMAG112
NPFL137,N,NPFL111
NPFL137,Z,NPFL111
NMAG472,N,NMAG430
NMAG631,Z,NMIB027
NMFP405,N,NMFM408
NMFP405,Z,NMFM408
NMFP461,N,NMFM537
NMFP461,Z,NMFM537
NMFP533,N,NMFM431
NMFP533,Z,NMFM431
NSWI200,N,NSWI004
NSWI200,N,NSWX004
NSWI200,N,NXXX010
NSWI200,N,NXXX014
NSWI200,N,NXXX022
NSWI200,N,NXXX025
NSWI200,N,NXXX026
NSWI200,N,NXXX031
NSWI200,N,NXXX032
NSWI200,N,NXXX035
NSWI200,Z,NSWI004
NSWI200,Z,NSWX004
NSWI202,P,N#IA023
NAIL134,N,NAIL122
NAIL134,Z,NAIL122
NFPL310,K,NOFY125
NPRG073,P,NPRG031
NPRG074,P,NPRG031
NPRG078,N,NPRG069
NPRG079,N,NPRG070
NPRG080,N,NPRG071
NAIL016,N,NLTM010
NAIL016,Z,NLTM010
NAIL017,N,NLTM011
NAIL017,Z,NLTM011
NAIL018,N,NLTM001
NAIL018,Z,NLTM001
NAIL049,N,NLTM007
NAIL049,P,NLTM006
NAIL049,Z,NLTM007
NAIL050,N,NLTM002
NAIL050,P,NAIL003
NAIL050,P,NLTM017
NAIL050,Z,NLTM002
NPFL145,K,NMAI055
NPFL145,K,NPFL144
NPFL145,K,NTIN060
NPRG082,N,NPRG073
NPRG082,P,NPRG031
NPRG083,N,NPRG074
NPRG083,P,NPRG031
NSWI183,Z,NSWI162
NUPA008,N,NSWI132
NUPA008,Z,NSWI132
NUPA015,N,NPRG041
NUPA015,Z,NPRG041
NUPA016,N,NSWI098
NUPA016,Z,NSWI098
NUPA029,N,NDBI048
NUPA029,Z,NDBI048
NUPA032,N,NPFL138
NUPA032,Z,NPFL138
