"POVINN","PKLAS"
NDIR020,MATDEQ
NDMI060,INFDIS
NDMI061,INFDIS
NDMI062,INFDIS
NEKN035,MATOPT
NEKN036,MATFIN
NEKN036,MATOPT
NEKN036,MATSTP
NFAP044,MATECO
NFAP044,MATOPT
NFOE010,PHYEXT
NFPL182,PHYSOL
NINF016,INFDID
NJSF103,PHYNUC
NLTM036,INFTCS
NMAA060,MATMAA
NMAA069,MATMAA
NMAA070,MATMAA
NMAA071,MATMAA
NMAA072,MATMAA
NMAA073,MATMAA
NMAA074,MATMAA
NMAF041,PHYMAT
NMAF042,PHYMAT
NMAF043,PHYMAT
NMAF044,PHYMAT
NMAI054,MATMAA
NMAI055,MATMAA
NMAI056,MATMAA
NMAI057,MATALG
NMAI058,MATALG
NMAI059,MATSTP
NMAI062,MATALG
NMAI063,MATALG
NMAI064,INFGEN
NMAT073,MATMAT
NMAT092,MAT
NMET501,PHYMET
NMET502,PHYMET
NMET503,PHYMET
NMET504,PHYMET
NMET505,PHYMET
NMET506,PHYMET
NMET507,PHYMET
NMET508,PHYMET
NMET509,PHYMET
NMET510,PHYMET
NMET511,PHYMET
NMET512,PHYMET
NMET513,PHYMET
NMET514,PHYMET
NMET515,PHYMET
NMIB001,MATALG
NMIB003,MATALG
NMIB005,MATALG
NMIB006,MATALG
NMIB007,MATALG
NMIB008,MATALG
NMIB009,MATALG
NMIB010,MATALG
NMIB011,MATALG
NMIB014,MATALG
NMIB015,MATALG
NMIB016,MATALG
NMIB019,MATALG
NMIB020,MATALG
NNUM105,MATNUM
NOFY066,PHYGEN
NOOE117,PHYOPT
NOPT046,INFOPT
NPFL055,INFLNG
NPFL057,INFLNG
NPGR015,INFCGR
NPGR016,INFCGR
NPRG029,INFPRG
NPRG030,INFPRG
NPRG031,INFPRG
NPRG032,INFPRG
NPRG033,INFPRG
NPRG034,INFPRG
NRFA055,MATDEQ
NRFA055,MATFNC
NSTP163,MATSTP
NSTP164,MATSTP
NSTP165,MATSTP
NSTP166,MATSTP
NSTP167,MATSTP
NSTP168,MATSTP
NSTP169,MATSTP
NSTP170,MATSTP
NSWI087,INFSWE
NSWI088,INFSWE
NSWI089,INFSWE
NSWI092,INF
NSWI093,INFSWE
NSWI095,INFSWE
NSWI096,INFSWE
NSWI097,INFSWE
NSWI098,INFSWE
NSWI099,INFSWE
NTIN060,INFTCS
NTIN061,INFTCS
NTIN062,INFTCS
NTIN063,INFTCS
NTIN064,INFTCS
NTIN065,INFTCS
NTIN066,INFTCS
NTIN067,INFTCS
NTIN070,INFTCS
NTIN071,INFTCS
NUAS009,INFAPL
NUAS010,INFAPL
NUFY080,TEAPHY
NUFY081,TEAPHY
NUFY082,TEAPHY
NUFY085,TEAPHY
NUFY088,TEAPHY
NUFY091,PHYTEA
NUFY092,PHYTEA
NUFY093,PHYTEA
NUFY094,PHYTEA
NUFY095,PHYTEA
NUFY096,PHYTEA
NUFY097,PHYTEA
NUFY098,PHYTEA
NUFY099,PHYTEA
NUFY100,PHYTEA
NUFY101,PHYTEA
NUFY102,PHYTEA
NUFY103,PHYTEA
NUFZ001,TEAPHY
NUFZ002,TEAPHY
NUFZ008,TEAPHY
NUIN014,INFDID
NUIN015,INFDID
NUIN016,INFDID
NUIN017,INFDID
NUMP019,MATALG
NUMP019,TEAMAT
NUMP020,MATALG
NUMP020,TEAMAT
NUMV058,MAT
NUMV059,MAT
NUOS009,INFAPL
NSZZ010,PHYGEN
NDIR021,MATDEQ
NDIR044,MATDEQ
NDIR045,MATDEQ
NFPL144,PHYSOL
NFPL145,PHYSOL
NFPL146,PHYSOL
NFPL151,PHYSOL
NJSF104,PHYNUC
NMAI060,MATSTP
NMAI061,MATSTP
NMIB004,MATALG
NMIB013,MATALG
NMIB017,MATALG
NMIB018,MATALG
NMOD038,MATOPT
NPFL056,INFLNG
NRFA050,MATFNC
NSWI090,INFSWE
NSWI094,INF
NTIN069,INFTCS
NAIL068,INF
NAIL068,INFPRG
NAIL068,INFSWE
NAIL068,INFTCS
NAIL071,INFTCS
NAIL072,INFTCS
NAIL073,INF
NAIL074,INF
NAIL080,INFTCS
NALG103,INFTCS
NALG103,MATALG
NALG104,MATALG
NAST034,PHYAST
NBCM121,PHYBPH
NBCM122,PHYBPH
NDBI027,INFDBS
NDFY049,PHYTEA
NDFY050,PHYTEA
NDFY052,PHYTEA
NDGE023,MATGEM
NDIN013,INFDID
NDIR057,MATDEQ
NDIR058,MATDEQ
NDIR059,MATDEQ
NDIR060,MATDEQ
NDIR060,MATFNC
NDIR061,MATDEQ
NDIR061,MATFNC
NDMI065,INFDIS
NEVF091,PHYSUR
NEVF092,PHYSUR
NEVF093,PHYSUR
NEVF094,PHYSUR
NEVF521,PHYSUR
NEVF522,PHYSUR
NEVF523,PHYSUR
NEVF524,PHYSUR
NEVF527,PHYSUR
NEVF528,PHYSUR
NEVF529,PHYSUR
NEVF530,PHYSUR
NFPL192,PHYSOL
NGEM035,MATGEM
NGEO086,PHYGEO
NGEO087,PHYGEO
NJAZ068,TEAENG
NJAZ069,TEAENG
NLTM037,INFTCS
NLTM037,MATMAT
NMAA075,MATMAA
NMAA076,MATMAA
NMAA077,MATMAA
NMAA078,MATMAA
NMAA079,MATMAA
NMAA080,MATMAA
NMAI065,INFDIS
NMAI067,INFDIS
NMAT083,MAT
NMIB021,MAT
NMIB022,MATALG
NMOD101,MATMOD
NMOD101,MATNUM
NMOD105,MATNUM
NMOD201,MATMOD
NMOD201,MATNUM
NMOD205,MATNUM
NMUE032,MATEXT
NMUE032,MATSTP
NMUE033,MATALG
NMUE033,TEAMAT
NNUM112,MATNUM
NNUM113,MATNUM
NNUM139,MATNUM
NNUM163,MATNUM
NNUM200,MATNUM
NNUM212,MATNUM
NNUM213,MATNUM
NNUM239,MATNUM
NNUM263,MATNUM
NNUM300,MATNUM
NOPT011,INFOPT
NOPT012,INFOPT
NPED027,PHYTEA
NPED028,PHYTEA
NPFL058,INFLNG
NPFL059,INFLNG
NPFL060,INFLNG
NPFL061,INFDBS
NPFL061,INFLNG
NPFL062,INFDBS
NPFL062,INFLNG
NPFL065,INFLNG
NPFL066,INFLNG
NPFL069,INFLNG
NPFL071,INFLNG
NPGR017,INFCGR
NPGR018,INFCGR
NPRG035,INFPRG
NPRG036,INFSWE
NPRG037,INFPRG
NPRM044,INFPRG
NPRM044,MAT
NPRM045,INFPRG
NPRM045,MAT
NPRM046,INFPRG
NPRM046,MAT
NRFA056,MAT
NSWI100,INFSWE
NSWI100,INFTCS
NSWI102,INFSWE
NSWI103,INFSWE
NSWI104,INFSWE
NSWI105,INFLNG
NSWI105,INFSWE
NTIN075,INFTCS
NTIN076,INFTCS
NUAS013,INFAPL
NUAS014,INFAPL
NUAS018,INFAPL
NUAS020,INFAPL
NUMP021,MATMAA
NUMP021,TEAMAT
NUMP023,MATSTP
NUMP023,TEAMAT
NUMZ010,MATALG
NUMZ010,TEAMAT
NUMZ011,MATALG
NUMZ011,TEAMAT
NZZZ280,ECOGEN
NBCM081,PHYBPH
NMET016,PHYMET
NOFY009,PHYGEN
NBCM111,PHYBPH
NBCM112,PHYBPH
NBCM115,PHYBPH
NBCM116,PHYBPH
NBCM118,PHYBPH
NDBI024,INFDBS
NDBI024,INFSWE
NDIR051,MATDEQ
NFOE016,PHYEXT
NMAT091,MATSTP
NMIB002,MATALG
NPGR014,INFCGR
NRFA051,MATFNC
NRFA054,MATFNC
NSWI091,INFSWE
NAIL066,INFTCS
NAIL067,INFTCS
NAIL075,INFTCS
NAIL076,INFPRG
NAIL076,INFTCS
NAST033,PHYAST
NBCM304,PHYBPH
NDBI028,INFDBS
NDGE020,MATGEM
NDGE021,MATGEN
NDGE022,MATGEM
NDMI064,INFDIS
NEVF089,PHYSUR
NGEM038,MATFNC
NGEM039,MATFNC
NMOD104,MATMOD
NMOD204,MATMOD
NNUM201,MATNUM
NNUM222,MATNUM
NNUM301,MATNUM
NPFL070,INFLNG
NPGR019,INFCGR
NSTP173,MATSTP
NSWI101,INFSWE
NTIN072,INFTCS
NTIN081,INFTCS
NTIN082,INFTCS
NUAS016,INFAPL
NUFY105,TEAPHY
NUFY106,TEAPHY
NUFY108,PHYTEA
NUFY111,PHYTEA
NUFZ020,TEAPHY
NUFZ021,TEAPHY
NUMZ012,MATGEM
NUMZ013,MATGEM
NAIL083,INFTCS
NAIL085,INFTCS
NALG105,MATALG
NALG107,MAT
NBCM314,CHEBCH
NBCM314,CHEPHY
NBCM314,PHY
NBCM314,PHYBPH
NDBI029,INFDBS
NDBI030,INFDBS
NDIR240,MAT
NDIR241,MAT
NDMI066,INFDIS
NDMI067,INFDIS
NDMI068,INFDIS
NDMI069,INFDIS
NMIB023,MATALG
NPFL073,INFLNG
NPFL074,INFLNG
NPRG038,INFPRG
NSTP175,MATFIN
NSTP176,MATSTP
NSTP178,MATSTP
NSWI106,INF
NSWI107,INF
NSWI108,INF
NSWI109,INFSWE
NSWI110,INFSWE
NSWI111,INFSWE
NSZZ028,PHYGEN
NUMV065,MATDID
NUMV068,MATGEM
NPFL054,INF
NPFL054,INFLNG
NAIL069,INFTCS
NAIL070,INFTCS
NAIL077,INFPRG
NAIL077,INFTCS
NAIL078,INFPRG
NAIL078,INFTCS
NAIL079,INFPRG
NAIL079,INFTCS
NDMI063,INFDIS
NEVF090,PHYSUR
NGEM036,MATGEM
NMAF045,PHYMAT
NMAF046,PHYMAT
NPED031,PHYTEA
NPED032,PHYTEA
NPFL063,INFLNG
NPFL064,INFLNG
NPFL067,INFLNG
NPFL068,INFLNG
NPFL072,INFLNG
NRFA070,MAT
NSTP172,INFAPL
NSTP172,MATSTP
NSTP174,MAT
NTIN073,INFTCS
NTIN074,INFTCS
NUAS011,INFAPL
NUAS015,INFAPL
NAIL081,INFTCS
NAIL082,INF
NAIL082,INFPRG
NAIL082,INFSWE
NAIL082,INFTCS
NALG106,MATALG
NMOD207,MATMOD
NPFL075,INFLNG
NSTP177,MATEXT
NSTP177,MATSTP
NTIN083,INFTCS
NUMV066,MATDID
NUMV067,MATDID
NUMV069,MATDID
NALG034,MATALG
NALG051,MAT
NALG109,MATALG
NALG112,MAT
NALG113,MATALG
NALG115,MATALG
NBCM313,PHYBPH
NDBI032,INFDBS
NFAP045,MATFIN
NFAP046,MATFIN
NJAZ076,INFGEN
NJAZ076,MATGEN
NJAZ076,PHYGEN
NJAZ077,INFGEN
NJAZ077,MATGEN
NJAZ077,PHYGEN
NJAZ078,INFGEN
NJAZ078,MATGEN
NJAZ078,PHYGEN
NMAA083,MATMAA
NMAA084,MATMAA
NMOD040,MATMOD
NNUM130,MATNUM
NPFL076,INFLNG
NPGR020,INFCGR
NPGR021,INFCGR
NPRG039,INFSWE
NPRG040,INFPRG
NSTP179,MATSTP
NSTP180,MATSTP
NSTP181,MATSTP
NSTP182,MATSTP
NSTP184,MATEXT
NSTP184,MATSTP
NSTP185,MATFIN
NSTP186,MATSTP
NSTP187,MATSTP
NSTP188,ECOMAT
NSTP189,MATSTP
NSWI113,INFSWE
NSWI114,INF
NSWI115,INFCGR
NSWI115,INFPRG
NSWI115,INFSWE
NSWI116,INFSWE
NSWI118,INF
NTIN084,INFTCS
NTIN085,INFTCS
NTIN086,INFTCS
NTIN087,INFTCS
NUAS021,INFAPL
NUAS022,INFAPL
NUMV072,MAT
NUMV072,MATDID
NUMV073,MAT
NMAF016,PHYMAT
NGEO075,PHYGEO
NUIN012,INFPRG
NFOE017,PHYEXT
NFOE018,PHYEXT
NJSF107,PHYNUC
NJSF108,PHYNUC
NMOD206,MATMOD
NAIL086,INFTCS
NALG110,INFDIS
NALG110,MAT
NDBI031,INFDBS
NMAA086,MATMAA
NNUM230,MATNUM
NAIL088,INFPRG
NAIL088,INFSWE
NAIL088,INFTCS
NALG117,MATALG
NALG118,MATALG
NALG119,MATALG
NALG120,MATMAT
NDIR064,MATDEQ
NDIR066,MAT
NDIR142,MAT
NDIR143,MAT
NDMI070,INFDIS
NGEO092,PHYGEO
NJSF118,PHYNUC
NMOD042,MATMOD
NMOD043,MATMOD
NMOD060,MATMOD
NMOD060,MATNUM
NMOD140,MATMOD
NNUM065,MATNUM
NNUM066,MATNUM
NNUM067,MATNUM
NNUM068,MATNUM
NNUM069,MATNUM
NNUM070,MATNUM
NNUM080,MATNUM
NNUM081,MATNUM
NNUM082,MATNUM
NNUM083,MATNUM
NNUM084,MATNUM
NNUM102,MATNUM
NNUM103,MATMAA
NNUM111,MATNUM
NNUM131,MATNUM
NNUM132,MATNUM
NNUM140,MATNUM
NNUM180,MATNUM
NNUM211,MATNUM
NNUM223,MATNUM
NNUM224,MATMOD
NNUM224,MATNUM
NNUM225,MATMOD
NNUM225,MATNUM
NNUM231,MATNUM
NNUM232,MATNUM
NNUM240,MATNUM
NOOE068,PHYOPT
NOPT047,INFOPT
NPFL084,INFLNG
NPFL085,INFLNG
NPRG041,INFPRG
NPRG042,INFPRG
NPRG043,INFPRG
NPRG044,INFPRG
NRFA058,MATFNC
NRFA071,MATMAA
NRFA072,MATMAA
NRFA073,MATGEM
NSWE001,INFSWE
NSWI120,INFSWE
NSWI125,INFTCS
NSWI126,INFSWE
NSWI127,INFSWE
NSWI128,INFSWE
NSWI128,INFTCS
NSWI129,INFSWE
NUMV075,MAT
NUMV075,MATDID
NUMV076,MATDID
NUMV079,MATDID
NUMV081,MATDID
NUMV091,MAT
NUMV093,MAT
NMIB012,MATALG
NAIL084,INFTCS
NMOD208,MATDEQ
NALG108,MATALG
NALG108,MATDIS
NALG114,MATALG
NJAZ070,INFGEN
NJAZ070,MATGEN
NJAZ070,PHYGEN
NJAZ071,INFGEN
NJAZ071,MATGEN
NJAZ071,PHYGEN
NJAZ072,INFGEN
NJAZ072,MATGEN
NJAZ072,PHYGEN
NJAZ073,INFGEN
NJAZ073,MATGEN
NJAZ073,PHYGEN
NJAZ075,INFGEN
NJAZ075,MATGEN
NJAZ075,PHYGEN
NMIB025,MATALG
NSWI119,INFSWE
NZZZ281,MATDID
NZZZ282,MATDID
NZZZ283,MATDID
NZZZ284,MATDID
NALG050,MAT
NDBI033,INFDBS
NDIR069,MATDEQ
NDIR069,MATMAT
NFAP053,MATFIN
NJAZ079,INFGEN
NJAZ079,MATGEN
NJAZ079,PHYGEN
NJAZ080,INFGEN
NJAZ080,MATGEN
NJAZ080,PHYGEN
NJAZ081,INFGEN
NJAZ081,MATGEN
NJAZ081,PHYGEN
NJAZ082,INFGEN
NJAZ082,MATGEN
NJAZ082,PHYGEN
NJAZ083,INFGEN
NJAZ083,MATGEN
NJAZ083,PHYGEN
NJAZ084,INFGEN
NJAZ084,MATGEN
NJAZ084,PHYGEN
NJAZ085,INFGEN
NJAZ085,MATGEN
NJAZ085,PHYGEN
NJAZ086,INFGEN
NJAZ086,MATGEN
NJAZ086,PHYGEN
NJAZ087,INFGEN
NJAZ087,MATGEN
NJAZ087,PHYGEN
NJSF117,PHYNUC
NJSF120,PHYNUC
NMAI068,MATMAA
NPFL080,INFLNG
NPFL083,INFLNG
NSWI123,INFSWE
NUMV084,INFDID
NUMV084,MATDID
NALG122,MATMAT
NALG129,MATALG
NDIM015,MATDID
NDMI074,INFTCS
NDMI076,INFDIS
NGEM043,MATGEM
NGEM044,MATGEM
NJSF129,PHYNUC
NMAF051,PHYMAT
NMAF052,PHYMAT
NMAF061,PHYMAT
NMAF062,PHYMAT
NMAI069,MAT
NMIB103,MATALG
NOPT048,INFOPT
NPGR028,INFCGR
NPRG045,INFPRG
NPRG047,INFPRG
NPRG048,INFPRG
NPRG049,INFPRG
NPRM047,INFPRG
NPRM047,MAT
NPRM048,INFPRG
NPRM048,MAT
NRFA077,MATMAA
NRFA078,MATMAA
NRFA079,MATFNC
NRFA079,MATTOP
NRFA080,MATFNC
NRFA080,MATTOP
NRFA081,MATMAA
NSTP190,MATSTP
NSTP228,MATSTP
NSTP229,MATSTP
NSWI131,INFSWE
NSWI132,INFSWE
NSWI133,INFSWE
NTIN090,INFTCS
NTIN091,INF
NTIN092,INF
NUMV094,INF
NUMV094,INFPRG
NUOS010,INFAPL
NUOS010,INFDBS
NUOS010,INFSWE
NHIF103,PHYSOL
NMET006,PHYMET
NBCM110,PHYBPH
NMAI066,INFDIS
NUAS012,INFAPL
NUAS017,INFAPL
NUAS019,INFAPL
NMAA081,MATMAA
NMAA082,MATMAA
NMIB024,MAT
NMOD041,MATMOD
NRFA002,MAT
NRFA002,MATFNC
NSTP183,MATSTP
NUMV070,MAT
NDIR062,MAT
NDIR063,MAT
NFAP054,MATFIN
NPFL077,INFLNG
NPFL078,INFLNG
NPFL082,INFLNG
NRFA074,MAT
NRFA075,MATFNC
NRFA076,MAT
NUMV074,MATDID
NUMV080,MATDID
NDMI078,INFDIS
NEKN041,MATECO
NEKN041,MATSTP
NMAF063,PHYMAT
NMAI070,INF
NOPT049,INFPRG
NPFL087,INFLNG
NPGR022,INFCGR
NPGR024,INFCGR
NPGR026,INFCGR
NPRG050,INFPRG
NSTP191,MATSTP
NSTP194,MATSTP
NSTP196,MATSTP
NSTP197,MATSTP
NSTP201,MATSTP
NSTP202,MATSTP
NSTP238,MATSTP
NSTP239,MATSTP
NSWI130,INFSWE
NAIL095,INFTCS
NALG123,MAT
NALG124,MATALG
NALG128,MATALG
NDIR246,MAT
NDMI079,INFDIS
NDMI080,INFDIS
NPFL088,INFLNG
NPFL089,INFLNG
NPFL090,INFLNG
NPFL091,INFLNG
NPRG051,INFPRG
NRFA082,MATFNC
NRFA082,MATTOP
NRFA083,MATFNC
NRFA083,MATTOP
NRFA084,MATMAA
NRFA085,MATMAA
NSWI136,INFSWE
NSWI137,INF
NSWI139,INFSWE
NUMV098,MAT
NUMV098,TEAMAT
NPRF023,PHYMAT
NFAP043,MAT
NGEO088,PHYGEO
NMOD039,MATMOD
NSTP171,MAT
NALG111,MATMAT
NMAA085,MATMAA
NPED042,TEAPHY
NSWI117,INFSWE
NALG042,MATALG
NFAP051,MATFIN
NSWI124,INFSWE
NDMI073,INFDIS
NPFL086,INFLNG
NPGR023,INFCGR
NPRG046,INFPRG
NSTP192,MATSTP
NSTP193,INFAPL
NSTP193,MATSTP
NSTP200,MATSTP
NSWI134,INFSWE
NSZZ030,INF
NALG130,MATALG
NSWI135,INFSWE
NABC002,INFAPL
NABC003,INF
NAIL098,INFTCS
NAIL099,INF
NAIL099,INFTCS
NAIL100,INF
NAIL100,INFTCS
NAIL101,INFSWE
NALG131,MATALG
NALG132,MATALG
NALG138,MATALG
NALG201,MATALG
NDBI034,INF
NDBI035,INF
NDBI036,INFDBS
NDIR247,MAT
NDMI082,INFDIS
NDMI083,INFDIS
NMAT021,MATMAT
NMIB028,MAT
NMIB029,MATALG
NOPT050,INFDIS
NPGR031,INFCGR
NPRG052,INFPRG
NRFA106,MATFNC
NRFA176,MAT
NRFA178,MAT
NRFA179,MAT
NSTP044,MATSTP
NSWI140,INFSWE
NTIN093,INF
NTIN093,INFTCS
NTIN094,INF
NTIN094,INFTCS
NFAP047,MATFIN
NFAP048,MATFIN
NGEM041,MATGEM
NAIL087,INFPRG
NAIL087,INFSWE
NAIL087,INFTCS
NFAP049,MATFIN
NFAP050,MATFIN
NFAP052,MATFIN
NMIB026,MATALG
NMOD044,MATMOD
NMOD144,MATMOD
NPFL081,INFLNG
NUMV085,INFDID
NUMV085,MATDID
NUMV090,MAT
NDMI077,INFDIS
NSTP195,MATSTP
NSTP198,MATSTP
NSTP199,MATSTP
NSZZ029,INF
NPFL093,INFLNG
NRFA175,MAT
NRFA177,MATFNC
NRFA177,MATMAA
NRFA180,MAT
NSTP069,MATSTP
NSTP240,MATSTP
NUMV099,MAT
NAIL102,INF
NAIL103,INFTCS
NALG127,MATALG
NALG139,MATALG
NDBI037,INF
NDBI037,INFSWE
NDBI038,INFDBS
NDBI039,INFDBS
NDBI040,INFDBS
NDGE024,MATGEM
NDGE024,TEAGEO
NDGE025,MATGEM
NDGE025,TEAGEO
NDIN014,INFDID
NDIR101,MAT
NDMI084,INFOPT
NDMI085,INFDIS
NFSV011,MATMAA
NFSV012,MATMAA
NJSF191,PHYNUC
NJSF192,PHYNUC
NMIB052,MATALG
NMIB053,MATALG
NMIB054,MATALG
NNUM071,MATNUM
NOPT051,INFOPT
NPFL097,INFLNG
NPOZ017,INFEXT
NPRG053,INFPRG
NPRG054,INFPRG
NPRM049,INFPRG
NPRM049,MAT
NRFA101,MAT
NRFA102,MAT
NRFA103,MAT
NRFA104,MAT
NRFA105,MAT
NRFA107,MAT
NRFA181,MAT
NSTP033,MATSTP
NSTP075,MATFIN
NSWE003,INFSWE
NSWI007,INFPRG
NSWI141,INF
NSWI143,INFSWE
NSWI145,INFSWE
NTIN095,INFDIS
NTIN095,INFTCS
NTIN096,INF
NTIN096,INFTCS
NUFY119,TEAPHY
NUFY120,TEAPHY
NUMV100,MAT
NDIR037,MATDEQ
NBCM125,PHYBPH
NGEO091,PHYAST
NGEO091,PHYGEO
NRFA057,MATMAT
NUFY115,TEAPHY
NDIR065,MAT
NSWI121,INF
NSWI122,INF
NEKN042,MATECO
NEKN042,MATSTP
NMOD209,MATDEQ
NPGR025,INFCGR
NAIL094,INFTCS
NSTP241,MATSTP
NMIB051,MATALG
NNUM054,MATNUM
NPFL098,INFLNG
NPRG014,INFPRG
NPRG055,INFPRG
NSTP058,MATSTP
NSTP060,MATSTP
NSWI146,INFSWE
NSWI147,INFSWE
NTIN021,INFTCS
NALG133,MATALG
NALG137,MATALG
NALG141,MATALG
NALG142,MATALG
NALG202,MATALG
NDMI086,INFDIS
NDMI087,INFDIS
NMAA169,MATMAA
NMAA170,MATMAA
NMAG102,MATALG
NMAG160,MATALG
NMAG164,MATGEM
NMAG204,MATGEM
NMAG261,MATALG
NMAG271,MATEXT
NMAG301,MATALG
NMAG302,MATALG
NMAG303,MATALG
NMAG331,INFDIS
NMAG331,MATDIS
NMAG361,MATALG
NMAG362,MATALG
NMAI071,INF
NMAI071,MATDIS
NMET523,PHYMET
NMFM201,MATFIN
NMFM203,MATFIN
NMFM205,MATFIN
NMFM260,ECO
NMFM260,MAT
NMFM301,MATSTP
NMFM304,MATFIN
NMFM308,INFAPL
NMFM308,MATFIN
NMFM308,MATSTP
NMIB030,MATALG
NMIB401,MATALG
NMIN105,INFDIS
NMIN105,MATDIS
NMIN160,MATDIS
NMIN161,INFPRG
NMIN162,INFPRG
NMIN201,INFPRG
NMIN262,INFPRG
NMMA101,MATMAA
NMMA102,MATMAA
NMMA111,MATMAA
NMMA112,MATMAA
NMMA201,MATMAA
NMMA202,MATMAA
NMMA203,MATMAA
NMMA211,MATMAA
NMMA212,MATMAA
NMMA301,MATMAA
NMMA331,MATFNC
NMMA333,MATDEQ
NMMA335,MATTOP
NMMA337,MATMAA
NMMA338,MATMAA
NMMA340,MATMAA
NMMA363,MATTOP
NMMA431,MATDEQ
NMMA451,MATGEM
NMMA451,MATMAA
NMMA461,MATDEQ
NMMA901,MATMAA
NMMA903,MATMAA
NMMA931,MATFNC
NMMB160,MATALG
NMMB202,MATALG
NMMB204,MATALG
NMMB206,MATALG
NMMB303,MATALG
NMMB304,MATALG
NMMB362,MATALG
NMNM201,MATNUM
NMNM211,MATNUM
NMNM331,MATNUM
NMNM332,MATNUM
NMNM334,MATNUM
NMNM336,MATNUM
NMNM362,MATNUM
NMNM931,MATNUM
NMOD210,MATDEQ
NMOD210,MATMOD
NMSA202,MATSTP
NMSA331,MATSTP
NMSA332,MATSTP
NMSA333,MATSTP
NMSA334,MATSTP
NMUG101,MAT
NMUG102,MAT
NMUG103,MAT
NMUG104,MAT
NMUG106,MAT
NMUG201,MAT
NMUG202,MAT
NMUG203,MAT
NMUG204,MAT
NMUG262,MAT
NMUG264,MAT
NMUG305,MAT
NMUG361,MAT
NMUM101,MAT
NMUM102,MAT
NMUM163,MAT
NMUM201,MAT
NMUM202,MAT
NMUM203,MAT
NMUM204,MAT
NMUM205,MAT
NMUM206,MAT
NMUM208,MAT
NMUM261,MAT
NMUM301,MAT
NMUM365,MAT
NMUM801,MAT
NMUM803,MAT
NMUM808,MAT
NMUM808,MATGEM
NMUM809,MAT
NMUM811,MAT
NMUM812,MAT
NMUM814,MAT
NMUM815,MAT
NMUM818,INFTCS
NMUM818,MAT
NMUM819,MAT
NNUM023,MAT
NPRG056,INFSWE
NPRG057,INFPRG
NRFA086,MAT
NRFA182,MAT
NRFA183,MAT
NRFA184,MAT
NBCM005,PHYBPH
NBCM013,PHYBPH
NBCM016,PHYBPH
NBCM025,PHYBPH
NBCM028,PHYBPH
NBCM034,PHYBPH
NBCM040,PHYBPH
NBCM043,PHYBPH
NBCM047,PHYBPH
NBCM048,PHYBPH
NBCM061,PHYBPH
NBCM092,PHYBPH
NDFY017,PHYTEA
NDFY030,PHYTEA
NEVF019,PHYSUR
NEVF039,PHYSUR
NEVF049,PHYSUR
NEVF061,PHYSUR
NEVF062,PHYSUR
NFPL002,PHYSOL
NFPL005,PHYSOL
NFPL008,PHYSOL
NFPL032,PHYSOL
NFPL042,PHYSOL
NFPL047,PHYSOL
NFPL050,PHYSOL
NFPL052,PHYSOL
NFPL057,PHYSOL
NFPL069,PHYSOL
NFPL071,PHYSOL
NFPL084,PHYSOL
NFPL090,PHYSOL
NFPL111,PHYSOL
NFPL114,PHYSOL
NFPL116,PHYSOL
NFPL121,PHYSOL
NFPL123,PHYSOL
NFPL125,PHYSOL
NFPL126,PHYSOL
NFYM001,PHYMAT
NGEO004,PHYGEO
NGEO023,PHYGEO
NGEO040,PHYGEO
NGEO053,PHYGEO
NGEO054,PHYGEO
NGEO055,PHYGEO
NGEO056,PHYGEO
NGEO058,PHYGEO
NGEO060,PHYGEO
NGEO062,PHYGEO
NGEO064,PHYGEO
NGEO065,PHYGEO
NHIF001,PHYSOL
NHIF004,PHYSOL
NHIF005,PHYSOL
NHIF006,PHYSOL
NHIF007,PHYSOL
NHIF008,PHYSOL
NHIF009,PHYSOL
NHIF011,PHYSOL
NHIF012,PHYSOL
NHIF013,PHYSOL
NHIF014,PHYSOL
NHIF015,PHYSOL
NHIF016,PHYSOL
NHIF017,PHYSOL
NHIF018,PHYSOL
NHIF019,PHYSOL
NHIF020,PHYSOL
NHIF021,PHYSOL
NHIF022,PHYSOL
NHIF023,PHYSOL
NHIF024,PHYSOL
NHIF025,PHYSOL
NHIF026,PHYSOL
NHIF027,PHYSOL
NHIF028,PHYSOL
NHIF030,PHYSOL
NHIF031,PHYSOL
NHIF032,PHYSOL
NHIF033,PHYSOL
NHIF034,PHYSOL
NHIF035,PHYSOL
NHIF036,PHYSOL
NHIF037,PHYSOL
NHIF038,PHYSOL
NHIF039,PHYSOL
NHIF040,PHYSOL
NHIF041,PHYSOL
NHIF042,PHYSOL
NHIF043,PHYSOL
NHIF044,PHYSOL
NHIF045,PHYSOL
NHIF046,PHYSOL
NHIF048,PHYSOL
NHIF049,PHYSOL
NHIF051,PHYSOL
NHIF052,PHYSOL
NHIF054,PHYSOL
NHIF056,PHYSOL
NHIF057,PHYSOL
NHIF059,PHYSOL
NHIF060,PHYSOL
NHIF061,PHYSOL
NHIF062,PHYSOL
NHIF063,PHYSOL
NHIF064,PHYSOL
NHIF065,PHYSOL
NHIF066,PHYSOL
NHIF067,PHYSOL
NHIF068,PHYSOL
NHIF069,PHYSOL
NHIF070,PHYSOL
NHIF071,PHYSOL
NHIF072,PHYSOL
NHIF073,PHYSOL
NHIF074,PHYSOL
NHIF075,PHYSOL
NHIF076,PHYSOL
NHIF077,PHYSOL
NHIF078,PHYSOL
NHIF080,PHYSOL
NHIF081,PHYSOL
NHIF082,PHYSOL
NHIF083,PHYSOL
NHIF084,PHYSOL
NHIF085,PHYSOL
NHIF086,PHYSOL
NHIF087,PHYSOL
