"POVINN","PKLAS"
NSWX153,INFSWE
NTIN103,INFDIS
NTIN103,INFOPT
NTIN103,INFTCS
NTIN110,INFTCS
NTIN111,INFTCS
NTIX061,INFTCS
NTIX066,INFTCS
NTIX071,INFTCS
NTMF089,PHYTHM
NTMF090,PHYAST
NTMF090,PHYTHM
NTMF099,PHYTHM
NOOE132,PHYSOL
NMMA466,MATMAA
NMMA466,MATTOP
NMNV568,MATNUM
NMSA571,MATFIN
NMSA571,MATSTP
NPFX067,INFLNG
NPRG067,INFPRG
NTIN105,INFTCS
NTIN106,INF
NOOE050,PHYOPT
NBCM321,MATMOD
NBCM321,PHYMOD
NBCM321,PHYSUR
NPGR030,INFCGR
NMAG333,MATALG
NMFM410,MATFIN
NMMA499,MATMAA
NMMO537,MATNUM
NMST432,MATSTP
NMUG162,MAT
NMAG458,MATALG
NMAG535,MATALG
NMAL430,MATALG
NMAX062,MATALG
NMAX063,MATALG
NMEK605,MATOPT
NMFM204,MATOPT
NMFM207,MATFIN
NMFM332,MATSTP
NMFM334,MATSTP
NMIN111,INFPRG
NMMA122,MATMAA
NMMA204,MATMAA
NMMA205,MATMAA
NMMA221,MATMAA
NMMA336,MATDEQ
NMMA339,MATDEQ
NMMA341,MATMAA
NMMA345,MATTOP
NMMB309,MATALG
NMMB335,MATALG
NMMB336,MATALG
NMMB411,MATALG
NMMB413,MATALG
NMMB430,MATALG
NMMB430,MATGEM
NMMB564,MATALG
NMMO212,MAT
NMMO212,MATMOD
NMNV411,MATNUM
NMNV412,MATNUM
NMNV468,MATNUM
NMNV503,MATNUM
NMNV544,MATNUM
NMNV565,MATNUM
NMFY261,PHYMAT
NMIN266,INFAPL
NMIN266,MAT
NFUF101,TEAPHY
NAST035,PHYAST
NDMI103,INFDIS
NDMI103,INFTCS
NDMI104,INFDIS
NDMI104,INFTCS
NFUF805,PHYTEA
NMAG338,MATALG
NMAG439,MATALG
NMFM338,MATFIN
NMMB308,MATALG
NMMO327,MATMOD
NMMO328,MATMOD
NMMO463,MAT
NMMO463,MATMOD
NMMO463,PHYTHM
NOFY125,PHYGEN
NOFY141,MATALG
NOFY141,PHYMAT
NOFY142,MATALG
NOFY142,PHYMAT
NOFY162,PHYMAT
NSWI168,INFPRG
NSWI168,INFSWE
NTIN109,INFTCS
NUFY999,PHYTEA
NDBI041,INFDBS
NMEK606,MATOPT
NMST704,MATEXT
NMST704,MATSTP
NSWI177,INFSWE
NSWX080,INFSWE
NSWX101,INFSWE
NSWX126,INFSWE
NSWX131,INFSWE
NFUF103,PHYTEA
NFUF106,PHYTEA
NFUF201,PHYTEA
NFUF202,PHYTEA
NFUF204,PHYTEA
NFUF205,PHYTEA
NFUF302,PHYTEA
NFUF303,TEAPHY
NFUF305,TEAPHY
NGEO110,PHYGEO
NGEO112,PHYGEO
NMAG111,MATALG
NMAG112,MATALG
NMAG206,MATALG
NMAG211,MATGEM
NMAG211,MATMAT
NMAG212,MATGEM
NMAG212,MATMAT
NMAG265,MATALG
NMAG305,MATALG
NMAG430,MATALG
NMSA211,MATSTP
NMTM403,MATSTP
NMTM404,MATSTP
NOFY070,PHYTHM
NOFY085,PHYMAT
NOFY126,PHYGEN
NOFY130,PHYGEN
NOFY151,PHYMAT
NOFY152,PHYMAT
NOFY161,PHYMAT
NOPX042,INFOPT
NOPX042,INFTCS
NOPX046,INFOPT
NOPX048,INFOPT
NPEP602,TEAPHY
NPEP604,TEAPHY
NMMB535,MATALG
NMSA698,MATFIN
NMSA698,MATSTP
NMAG263,MATALG
NMAG961,MAT
NSWI166,INF
NSWI167,INF
NMAG579,MATALG
NMNM338,MATDEQ
NMAG339,MATALG
NMEX010,PHYMET
NMFM311,MATFIN
NMFM336,MATFIN
NMMA347,MATFNC
NMMA348,MATFNC
NMMB334,MATALG
NMMB337,MATALG
NMMO302,MATMAT
NMMO302,MATMOD
NOFX026,PHYGEN
NTIX084,INFTCS
NTIX085,INFTCS
NTIX086,INFTCS
NAIX002,INFTCS
NAIX004,INFTCS
NAIX025,INFTCS
NAIX052,INFTCS
NAIX065,INFTCS
NAIX068,INF
NAIX068,INFPRG
NAIX068,INFSWE
NAIX068,INFTCS
NAIX078,INFPRG
NAIX078,INFTCS
NAIX086,INFTCS
NAIX094,INFTCS
NAIX101,INFSWE
NAIX105,INF
NAIX106,INF
NAIX116,INF
NPFL133,INFLNG
NAIX060,INFTCS
NAIX069,INFTCS
NDBX031,INFDBS
NFUF804,TEAPHY
NFUF807,PHYTEA
NFUF812,TEAPHY
NFUF814,PHYTEA
NFUF815,TEAPHY
NFUF819,PHYTEA
NFUF831,PHYTEA
NFUF833,PHYTEA
NFUF835,PHYTEA
NFUF836,PHYTEA
NJSF150,PHYNUC
NMMB464,MATALG
NMMO567,MATMOD
NMMO568,MATMOD
NDBI047,INFDBS
NDMX025,INFDIS
NFUF304,PHYTEA
NFUF306,PHYTEA
NGEO020,PHYGEO
NOOE055,PHYOPT
NOOE056,PHYOPT
NOOE057,PHYOPT
NOOE058,PHYOPT
NPRF032,PHYMAT
NUFY022,PHYTEA
NBCM117,PHYBPH
NBCM119,PHYBPH
NOOE066,PHYOPT
NPED029,PHYTEA
NPED030,PHYTEA
NUFY107,PHYTEA
NUFY109,PHYTEA
NUFY110,PHYTEA
NUFY112,PHYTEA
NMMB566,MATALG
NMTP561,MATSTP
NMSA413,MATOPT
NMSA498,MATSTP
NMSA499,MATSTP
NMST604,MATECO
NMST604,MATSTP
NMUM466,MATMAT
NOOE137,PHY
NOPX008,INFOPT
NOPX016,INFOPT
NOPX018,INFOPT
NOPX034,INFDIS
NOPX034,INFOPT
NOPX051,INFOPT
NMAG537,MATALG
NMAI076,MATALG
NPFX038,INFLNG
NPFX070,INFLNG
NPFX075,INFLNG
NPFX079,INFLNG
NPFX082,INFLNG
NPFX083,INFLNG
NPFX087,INFLNG
NPFX093,INFLNG
NPRG068,INF
NPRG076,INF
NSWI176,INF
NSWX001,INFSWE
NSWX132,INFSWE
NSWX152,INFPRG
NSWX152,INFSWE
NMAI165,MATSTP
NBCX012,PHYBPH
NBCX100,PHYBPH
NBCX122,PHYBPH
NDBX023,INFDBS
NDBX023,INFTCS
NDMX013,INFDIS
NDMX018,INFDIS
NDMX065,INFDIS
NDMX074,INFTCS
NFUF301,PHYTEA
NBCM322,MATMOD
NBCM322,PHYMOD
NBCM322,PHYSUR
NMAG583,MATMAT
NMAX064,INFGEN
NMAX071,INF
NMAX071,MATDIS
NMEX014,PHYMET
NMEX031,PHYMET
NTIX022,INFDIS
NTIX022,INFTCS
NTIX033,INFTCS
NTIX063,INFTCS
NTIX090,INFTCS
NTIX103,INFDIS
NTIX103,INFOPT
NTIX103,INFTCS
NMSA170,MATSTP
NPFX063,INFLNG
NBCM320,PHYBPH
NBCM344,PHYBPH
NOPT059,INF
NOPT059,INFOPT
NPEP801,PHYTEA
NPEP802,PHYTEA
NPFL131,INFLNG
NFOE023,PHYEXT
NMMO660,MAT
NMMO660,MATMOD
NMMO660,PHYMOD
NMST571,MATSTP
NMAG477,MATALG
NMAG540,MATALG
NMEK511,MATECO
NMFP401,MATECO
NMFP403,MATFIN
NMFP409,MATFIN
NMFP434,MATFIN
NMFP462,MATFIN
NMFP501,MATFIN
NMFP505,MATFIN
NMFP532,MATFIN
NMFP534,MATFIN
NMFP537,MATFIN
NMEK412,MATECO
NMEK412,MATOPT
NMEK521,MATECO
NMFP402,MATFIN
NMFP407,MAT
NMFP432,MAT
NMFP465,MATFIN
NMFP466,MATFIN
NMFP503,MATFIN
NMFP531,MATFIN
NMFP535,MATFIN
NJSF163,PHYNUC
NMMB568,MATALG
NMSA431,MATSTP
NMSA562,MATSTP
NMST412,MATSTP
NMST414,MATSTP
NMST422,MATSTP
NMST424,MATSTP
NMST511,MATSTP
NMST545,MATSTP
NMST547,INFAPL
NMST547,MATSTP
NMST564,MATSTP
NMMO599,MATMAT
NMTP521,MATSTP
NPFL136,INFLNG
NMSA262,MATSTP
NOFY084,PHYNUC
NMMO543,MAT
NMMO543,MATMOD
NMST444,MATSTP
NAIL133,INF
NAIL133,INFPRG
NAIL133,INFSWE
NAIL133,INFTCS
NDBI049,INF
NDBI050,INF
NMAG113,MATALG
NMAG114,MATALG
NMAG468,MATALG
NOPT061,INF
NOPT061,INFOPT
NPFL137,INFLNG
NPRG075,INFPRG
NMAG472,MATALG
NMAG497,MATGEM
NMAG570,MATALG
NMAG631,MATALG
NMFP405,MATFIN
NMFP436,INFAPL
NMFP436,MATSTP
NMFP461,MATFIN
NMFP533,MATFIN
NMMA491,MATTOP
NMMA492,MATTOP
NSWI200,INFSWE
NSWI202,INF
NDBI051,INF
NFPL252,PHYSOL
NJAZ113,INFGEN
NJAZ113,MATGEN
NJAZ113,PHYGEN
NPRG073,INFPRG
NTIN112,INFTCS
NPFL143,INFLNG
NPRG077,INF
NPRG078,INFCGR
NPRG078,INFLNG
NPRG079,INFCGR
NPRG079,INFLNG
NPRG080,INFCGR
NPRG080,INFLNG
NSWI182,INF
NSWI201,BIO
NSWI201,INF
NTIN114,INFTCS
NDBI052,INFDBS
NSWI204,INF
NPRG082,INFPRG
NSWI183,INFSWE
NSWI203,INF
NTMF102,PHYTHM
